2023-05-04 15:41:03,315:INFO:Current libzmq version is 4.3.4
2023-05-04 15:41:03,315:INFO:Current  pyzmq version is 23.2.0
2023-05-04 15:41:03,315:INFO:Publisher port is specified
2023-05-04 15:41:03,315:INFO:Creating ZeroMQ context on: tcp://127.0.0.1:5571
2023-05-04 15:41:03,323:INFO:Bind to tcp://127.0.0.1:5571 successful
2023-05-04 15:41:03,323:INFO:Write timestamps to: logging\timestamps_pub.csv
2023-05-04 15:41:03,323:INFO:Publisher socket set-up complete
2023-05-04 15:41:03,323:INFO:Subscriber port is specified
2023-05-04 15:41:03,323:INFO:Creating ZeroMQ context on: tcp://127.0.0.1:5570
2023-05-04 15:41:03,326:INFO:Bind to tcp://127.0.0.1:5570 successful
2023-05-04 15:41:03,327:INFO:Write timestamps to: logging\timestamps_sub.csv
2023-05-04 15:41:03,327:INFO:Subscriber socket set-up complete
2023-05-04 15:41:03,327:INFO:deal_port not specified, not setting-up dealer
2023-05-04 15:41:03,327:INFO:deal2_port not specified, not setting-up dealer
2023-05-04 15:41:03,327:INFO:deal3_port not specified, not setting-up dealer
2023-05-04 15:41:03,328:INFO:Router port is specified
2023-05-04 15:41:03,328:INFO:Creating ZeroMQ context on: tcp://127.0.0.1:5580
2023-05-04 15:41:03,331:INFO:Bind to tcp://127.0.0.1:5580 successful
2023-05-04 15:41:03,331:INFO:Router socket set-up complete
2023-05-04 15:41:03,331:INFO:ZeroMQ sockets successfully set-up

2023-05-04 15:41:03,333:INFO:Awaiting FACS data...
2023-05-04 15:41:03,455:INFO:{'frame': -1, 'timestamp': 1683207661.469857, 'au_r': {'AU01': 0.30042918454935624, 'AU02': 0.30042918454935624, 'AU04': 0.08583690987124463, 'AU05': 0.0, 'AU06': 1.0729613733905579, 'AU07': 3.1759656652360513, 'AU09': 0.0, 'AU10': 0.12875536480686695, 'AU12': 0.0, 'AU14': 0.17167381974248927, 'AU15': 0.0, 'AU17': 0.0, 'AU20': 0.0, 'AU23': 0.47210300429184554, 'AU25': 0.4291845493562232, 'AU26': 3.0472103004291844}, 'pose': {'pose_Rx': 0.0, 'pose_Ry': 0.0, 'pose_Rz': 0.0}}
2023-05-04 15:41:03,457:INFO:{'frame': -1, 'timestamp': 1683207661.9369905, 'au_r': {'AU01': 0.27630143773022325, 'AU02': 0.37281242500675515, 'AU04': 0.061709163052111674, 'AU05': 0.0, 'AU06': 1.024705879752292, 'AU07': 3.07945467795952, 'AU09': 0.0, 'AU10': 0.10462761798773398, 'AU12': 0.0, 'AU14': 0.19580156656162226, 'AU15': 0.04825549363826594, 'AU17': 0.0, 'AU20': 0.0, 'AU23': 0.4962307511109785, 'AU25': 0.4774400429944891, 'AU26': 3.047210300429185}, 'pose': {'pose_Rx': 0.0, 'pose_Ry': 0.0, 'pose_Rz': 0.0}}
2023-05-04 15:41:03,458:INFO:{'frame': -1, 'timestamp': 1683207662.2357771, 'au_r': {'AU01': 0.30440914660128154, 'AU02': 0.3964452515977941, 'AU04': 0.071824213055801, 'AU05': 0.0, 'AU06': 0.8650093910859806, 'AU07': 3.119914877974277, 'AU09': 0.0, 'AU10': 0.15072798572616133, 'AU12': 0.0, 'AU14': 0.20367917542530192, 'AU15': 0.06401071136562526, 'AU17': 0.0, 'AU20': 0.0, 'AU23': 0.48611570110728913, 'AU25': 0.5111879195892174, 'AU26': 3.0472103004291844}, 'pose': {'pose_Rx': 0.0, 'pose_Ry': 0.0, 'pose_Rz': 0.0}}
2023-05-04 15:41:03,459:INFO:{'frame': -1, 'timestamp': 1683207662.7172256, 'au_r': {'AU01': 0.3180349716341129, 'AU02': 0.3928832386793076, 'AU04': 0.09174624534900203, 'AU05': 0.0, 'AU06': 0.847667199088519, 'AU07': 3.094473219107965, 'AU09': 0.0, 'AU10': 0.1580576034986228, 'AU12': 0.0, 'AU14': 0.1774609358717311, 'AU15': 0.08666693800070956, 'AU17': 0.0, 'AU20': 0.0, 'AU23': 0.48121220996253333, 'AU25': 0.5575850212608223, 'AU26': 3.0321917592807397}, 'pose': {'pose_Rx': 0.0, 'pose_Ry': 0.0, 'pose_Rz': 0.0}}
2023-05-04 15:41:03,460:INFO:{'frame': -1, 'timestamp': 1683207663.113221, 'au_r': {'AU01': 0.32915912646599826, 'AU02': 0.37243247430388843, 'AU04': 0.09043910496875371, 'AU05': 0.0, 'AU06': 0.7923723059835882, 'AU07': 3.097480743228648, 'AU09': 0.0, 'AU10': 0.1665945123941968, 'AU12': 0.0, 'AU14': 0.17618083031566795, 'AU15': 0.0674962791813535, 'AU17': 0.0, 'AU20': 0.0, 'AU23': 0.4942158019497809, 'AU25': 0.5592200197191532, 'AU26': 3.005476766525295}, 'pose': {'pose_Rx': 0.0, 'pose_Ry': 0.0, 'pose_Rz': 0.0}}
2023-05-04 15:41:03,462:INFO:{'frame': -1, 'timestamp': 1683207663.4551299, 'au_r': {'AU01': 0.34334763948497854, 'AU02': 0.4000045300129829, 'AU04': 0.07992757439348723, 'AU05': 0.0, 'AU06': 0.7603586249834191, 'AU07': 3.151960137765434, 'AU09': 0.0, 'AU10': 0.2538607819942053, 'AU12': 0.0, 'AU14': 0.24475157632351757, 'AU15': 0.11660883577326951, 'AU17': 0.0, 'AU20': 0.0, 'AU23': 0.5438736204926253, 'AU25': 0.5344247916005761, 'AU26': 2.72935590972404}, 'pose': {'pose_Rx': 0.0, 'pose_Ry': 0.0, 'pose_Rz': 0.0}}
2023-05-04 15:41:03,910:INFO:{'frame': -1, 'timestamp': 1683207663.9083338, 'au_r': {'AU01': 0.2832734748911978, 'AU02': 0.37642204514477856, 'AU04': 0.06621617362529036, 'AU05': 0.0, 'AU06': 0.9298118568351439, 'AU07': 3.1422516004954475, 'AU09': 0.0, 'AU10': 0.21513753662904023, 'AU12': 0.0, 'AU14': 0.22306182126799529, 'AU15': 0.0797650275634665, 'AU17': 0.0, 'AU20': 0.0, 'AU23': 0.5279980163905301, 'AU25': 0.47955215370360343, 'AU26': 2.7245723463031077}, 'pose': {'pose_Rx': 0.0, 'pose_Ry': 0.0, 'pose_Rz': 0.0}}
2023-05-04 15:41:04,344:INFO:{'frame': -1, 'timestamp': 1683207664.3428123, 'au_r': {'AU01': 0.2815432919085365, 'AU02': 0.34856245883910664, 'AU04': 0.0800497937420028, 'AU05': 0.0, 'AU06': 0.8744781637627487, 'AU07': 3.181302703938695, 'AU09': 0.0, 'AU10': 0.22054193763737417, 'AU12': 0.0, 'AU14': 0.2172198480959282, 'AU15': 0.06056456950188411, 'AU17': 0.0, 'AU20': 0.0, 'AU23': 0.5156340834840868, 'AU25': 0.4858414398842276, 'AU26': 2.7864460804836955}, 'pose': {'pose_Rx': 0.0, 'pose_Ry': 0.0, 'pose_Rz': 0.0}}
2023-05-04 15:41:04,643:INFO:{'frame': -1, 'timestamp': 1683207664.6418188, 'au_r': {'AU01': 0.2952143651952282, 'AU02': 0.3679524985548949, 'AU04': 0.08132989929806592, 'AU05': 0.0, 'AU06': 0.82189071164419, 'AU07': 3.155610085384963, 'AU09': 0.0, 'AU10': 0.23976943052314173, 'AU12': 0.0, 'AU14': 0.19212656114149473, 'AU15': 0.06218627530289505, 'AU17': 0.0, 'AU20': 0.0, 'AU23': 0.500480030329806, 'AU25': 0.5373516607582491, 'AU26': 2.8101213233430986}, 'pose': {'pose_Rx': 0.0, 'pose_Ry': 0.0, 'pose_Rz': 0.0}}
2023-05-04 15:41:05,063:INFO:{'frame': -1, 'timestamp': 1683207665.0611858, 'au_r': {'AU01': 0.2457872431825495, 'AU02': 0.34593488542129, 'AU04': 0.08785185903244228, 'AU05': 0.0, 'AU06': 0.9161024330905331, 'AU07': 3.2146618757770318, 'AU09': 0.0, 'AU10': 0.18206313096924018, 'AU12': 0.0, 'AU14': 0.15997736813549004, 'AU15': 0.020805657277687007, 'AU17': 0.0, 'AU20': 0.0, 'AU23': 0.4871215454402907, 'AU25': 0.5079001678937926, 'AU26': 2.907466292796268}, 'pose': {'pose_Rx': 0.0, 'pose_Ry': 0.0, 'pose_Rz': 0.0}}
2023-05-04 15:41:05,525:INFO:{'frame': -1, 'timestamp': 1683207665.5236645, 'au_r': {'AU01': 0.24441195310215602, 'AU02': 0.4054367532399569, 'AU04': 0.09293116638073476, 'AU05': 0.0, 'AU06': 0.9192059291300015, 'AU07': 3.2266458579806083, 'AU09': 0.0, 'AU10': 0.24536420058013644, 'AU12': 0.0, 'AU14': 0.28271294325936286, 'AU15': 0.046240544477068275, 'AU17': 0.0, 'AU20': 0.0, 'AU23': 0.588929243937961, 'AU25': 0.4509577237927969, 'AU26': 2.680650338659176}, 'pose': {'pose_Rx': 0.0, 'pose_Ry': 0.0, 'pose_Rz': 0.0}}
