frame,Timestamp,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0.0,40,0.4129339688089369,0.22868081275518445,0.48671140765140164,0.25865363762390847,0.008036416601090949,0.05636823505278634,0.00016796102886654167,0.1465955776392813,0.026983756336469426,0.09925909085198358,0.14966873587317903,0.0249467726414145,0.0018887153867009163,0.8247549549124363,0.03741429670090686,0.06307267852401055,0.08732001301702791,0.03933711497671616,0.0026412212450026324,0.00828497530813687
1.0,80,0.3771405056510993,0.21913784257920058,0.41263663443267273,0.23485791454879884,0.005946996378148887,0.041866143264444274,0.00011820375710816652,0.14374152755220856,0.026412519140368598,0.10477924654393339,0.17427314098200272,0.026072033432213763,0.0016766854711925397,0.7990519570461667,0.03571031112249892,0.06679391470044503,0.06823615055151196,0.036057827449025553,0.002635743135217596,0.005978063465935699
2.0,120,0.38169826154353087,0.22540618519343192,0.43072894149801266,0.25467310999089104,0.00637600118679688,0.04539678701633442,0.00013786978856912056,0.1402197807370081,0.026531594721208057,0.10029826001761288,0.15502847904897746,0.024128881564150117,0.0016574712993462212,0.7936771009605992,0.03415999393853432,0.06320344731741216,0.07063510647625337,0.036435600250234124,0.0024380341872660438,0.006418667576535468
3.0,160,0.35503102614423254,0.2120490868614793,0.4057376176227255,0.2528770946763185,0.0072450919139577085,0.04735098682007601,0.00014490407728214377,0.13910623416705326,0.028130360508838798,0.09547502333956907,0.152177724026506,0.023372099345934632,0.0016493256602262616,0.8040579331881716,0.03204542442037878,0.06355336299460682,0.07054662997132506,0.034766968456870204,0.0024365085682154296,0.0066026151803462866
4.0,200,0.4004163631245516,0.24087951730257343,0.446870752698522,0.3162278825946072,0.006959155027136694,0.04666785057586306,0.00012160896130522991,0.146502231534491,0.028065116829790997,0.10146425401080157,0.14549148515004176,0.025247282434620617,0.0015899430453728395,0.8056487143425589,0.03230381227022505,0.05858232982001853,0.07338453549677203,0.038121892239116814,0.0026677979299397996,0.006893328065944967
5.0,240,0.4398751120888232,0.2225724057369952,0.5288746276882507,0.24678750648599004,0.007220384088012051,0.0557046866344105,0.00021938569117806858,0.14965755742185033,0.02025810536580215,0.09247384331624142,0.17798714094070084,0.02840680037204427,0.0024971116993791763,0.7036230255870357,0.03363540563785728,0.06307829116271894,0.05722960442798777,0.03127340568444767,0.0016629316206140106,0.00517427619114501
6.0,280,0.43308818083211875,0.2790183674724232,0.48775873060243524,0.3803232853606547,0.006963245983932106,0.046908797253479136,0.00011242794679477725,0.12335392045224729,0.028978879944359142,0.12217894830043075,0.12673829114532625,0.022448039439177194,0.001655589235307433,0.7951507841892952,0.030342595098734937,0.06499463788807021,0.06366993865173488,0.03530897152920118,0.003710722788971555,0.009235612106430497
7.0,320,0.43879507528300904,0.24000560166883494,0.516219505733434,0.26541426597745926,0.006876099314897971,0.049691360945324815,0.00018338540684279645,0.14631256705907356,0.021096400547817442,0.09243637084291934,0.1770497612239786,0.028085594575306176,0.0021179110063610715,0.7105112126660799,0.03401953900360072,0.061471850747394495,0.05629269675925581,0.03186928296074888,0.0018390421796895147,0.004477760468899193
8.0,360,0.43038433436324386,0.2502135153502192,0.4904275024170248,0.2969360697369431,0.007164237784011178,0.04802737690602322,0.00015881731740969527,0.1568424587014577,0.022016222311410996,0.08364151303563697,0.15875471305100503,0.026256953231354498,0.001758339387921862,0.751216204461551,0.031097384759103737,0.05279924310036102,0.06327157820441894,0.034219389346710205,0.0016576675272608123,0.005263715082412598
9.0,400,0.40995011294868483,0.2507417468054033,0.47028843503360174,0.3286892928959479,0.007631055803521518,0.04855627518590678,0.00012755522704846126,0.14366807955034622,0.0243337851401131,0.08850085490133638,0.13670579921688863,0.021217873250563023,0.00152890248526179,0.7856050206261483,0.028078237695264532,0.053778182270110275,0.06797130478701359,0.03489440222507506,0.0019770100174822123,0.007527186290474949
