frame,Timestamp,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0.0,40,0.4981859954955687,0.24499882425476088,0.5929590497938663,0.2969506107865243,0.0027066860007215463,0.059345512398745,4.210916265191765e-05,0.050667355562976704,0.024959915959808992,0.14923816492410646,0.10192844344065961,0.02948496209626258,0.0025021092002480904,0.719758719416167,0.03527663573472315,0.11369845857800778,0.03719128637060615,0.02231748048011371,0.003985744492210498,0.003992346883081847
1.0,80,0.5336507293928743,0.2812236674540005,0.6330878626465613,0.40075637417496884,0.004817361898987299,0.0771623779469058,4.4074885900933577e-05,0.0862613151844331,0.027135717423574054,0.16748894539196157,0.1006259027876695,0.03416083618049992,0.001327939700409717,0.8312901999651819,0.028389138772877718,0.0796005094943673,0.0455000186136464,0.023874445720895365,0.004841921628392752,0.0018567398986324185
2.0,120,0.5105166217417743,0.2880067963524178,0.5635335033225191,0.3848821788958265,0.0029831863278163835,0.04689101836239033,3.956411599567989e-05,0.06067697020168304,0.027607106909847835,0.15717739254456928,0.10251496665208003,0.03122777606557849,0.002078845873528201,0.7278976677885001,0.03387149328480208,0.09681804368768684,0.033296184032652915,0.020272362218035096,0.0039760689123991815,0.0029359452759196323
3.0,160,0.5514184167961602,0.3055381833264179,0.6199479832152728,0.40356659991505484,0.004281239806813001,0.06941373427183554,3.985176063527833e-05,0.07826735718647418,0.027085321124532158,0.1559173325436999,0.10420762288627647,0.03458647329323478,0.0012318112748397891,0.8169428283204584,0.027466581567145605,0.07818788866614754,0.04048117019218228,0.020764055625748574,0.004306122847243704,0.0017169131498382386
4.0,200,0.5748936619672183,0.3067616078561482,0.6483248034619511,0.4025142398022127,0.004224702310197298,0.06723482294743338,4.361416762011769e-05,0.07444229454503361,0.027463832121886498,0.17533903073692234,0.09667284157383399,0.03489288625321107,0.001573014102936679,0.7899070902595862,0.02788923665095843,0.08559961499143919,0.03722805426513806,0.021611121712678646,0.004464926174769664,0.00270939031823385
5.0,240,0.5758261967397473,0.3082608560280441,0.6517186931084245,0.40824478703955086,0.0033461750160877434,0.06503164574872,3.2722172307677054e-05,0.06468223972487418,0.023876972598951326,0.1502330564310595,0.10365162188493655,0.03275516943746076,0.001265067670595241,0.8386002432499787,0.029593707774371085,0.08241879942293102,0.041314218514599765,0.021104241615699584,0.004146288022188545,0.002200542754091543
6.0,280,0.545436613070734,0.3039407438866619,0.6170407717334923,0.4026077271068097,0.0033991908891591064,0.06564100466489743,3.3051104010621844e-05,0.06606810018306336,0.024225255854189002,0.13732966484831713,0.10530341748154894,0.032114299601016166,0.0012873877302392038,0.8179515602958163,0.029223323831370936,0.08101723684213752,0.0415072972658923,0.02099648038673409,0.003415453922048132,0.0023643646721495087
7.0,320,0.5319446520570218,0.3124262238250016,0.5859583900538624,0.403453617423115,0.0033798247975056206,0.06104364814075225,3.4074701698337794e-05,0.07297666849462212,0.026140914900535665,0.1403155265829606,0.1045404623665459,0.032876606216466764,0.0011488262970648189,0.8337635178561469,0.027631551892285174,0.07791461913914476,0.042865864593996286,0.02098170827791035,0.003715411969185727,0.0015357226123962904
8.0,360,0.5341638564427611,0.2906918107255655,0.5941126418683038,0.3845483736429316,0.00298217741441301,0.056225657425662996,3.2821839909453134e-05,0.07922742051045963,0.022547810720791744,0.13456258558964615,0.09419466594909708,0.031195265597804413,0.0008360770687357295,0.8567334985608434,0.02362714867303158,0.06515012579395874,0.04404243593236894,0.018212361147027036,0.0030690319633879448,0.0010037943712477254
9.0,400,0.5630802894970584,0.33407809569654895,0.633675504534814,0.38699749841179004,0.003923869565713069,0.05375145436090446,5.6652655593034896e-05,0.061122092788931805,0.03916278651538592,0.18971313992186137,0.06532390674457945,0.026543096192634046,0.002760314016655078,0.7215383334121508,0.0351397034517349,0.10485056215606862,0.03355819088264691,0.021076807515208375,0.004222435011893372,0.005948833534433435
